Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,"Darby House, LLC",,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2315,3,Digital Placement/Production,Support Barry Usher,PM,Digital,2 ads + digital placement,Digital Placement/Production,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2385,3,Mail production/postage,Oppose Wayne Rusk,PM,Mail,"2,004",Mail production/postage,N,,,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2555,3,Mail production/postage,Oppose Ken Walsh,PM,Mail,"2,394",Mail production/postage,N,,,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2183,3,Mail production/postage,Oppose Russ Nelson,PM,Mail,"1,537",Mail production/postage,N,,,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2552,3,mail production /postage,Oppose Brad Barker,PM,Mail,"2,387",Mail production/postage,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2626,3,Mail production/postage,Oppose Jason Ellsworth,PM,Mail,"2,557",Mail production/postage,N,,,,,,,,,,JASON ELLSWORTH,HOUSE DISTRICT 34,REP,STATE REPRESENTATIVE DISTRICT 34
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2563,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2483,3,Mail production/postage,Oppose Susan Geise,PM,Mail,"2,229",Mail production/postage,N,,,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3281,3,Mail production/postage,Oppose Mike Talia,PM,mail,"4,066",Mail production/postage,N,,,,,,,,,,MIKE TALIA,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2995,3,Mail production/postage,Oppose Shelley Vance,PM,Mail,"3,407",Mail production/postage,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2337,3,Mail production/postage,Support Mike Vinton,PM,Mail,"1,893",Mail production/postage,N,,,,,,,,,,MIKE VINTON,HOUSE DISTRICT 40,REP,STATE REPRESENTATIVE DISTRICT 40
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2487,3,Mail production/postage,Support Jim Riley,PM,Mail,"2,468",Mail production/postage,N,,,,,,,,,,JIM RILEY,HOUSE DISTRICT 6,REP,STATE REPRESENTATIVE DISTRICT 6
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2974,3,Mail production/postage,Oppose George Nikolakakos,PM,Mail,"3,360",Mail production/postage,N,,,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-08 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,"2,352",Mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2433,3,Mail production/postage,Support Jeff Stanek,PM,Mail,"2,113",Mail production/postage,N,,,,,,,,,,JEFF STANEK,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2385,3,Mail production/postage,Support Ken Allen,PM,Mail,"2,004",Mail production/postage,N,,,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2555,3,Mail production/postage,Support Trevor Walter,PM,Mail,"2,394",Mail production/postage,N,,,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2183,3,Mail production/postage,Support Jebediah Hinkle,PM,Mail,"1,537",Mail production/postage,N,,,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2552,3,Mail production/postage,Support Mary Horman,PM,Mail,"2,387",Mail production/postage,N,,,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2928,3,Mail production/postage,Support Ed Walker,PM,Mail,"2,200",Mail production/postage,N,,,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2260,3,Mail production/postage,Support Charlie Loveridge,PM,Mail,"1,716",Mail production/postage,N,,,,,,,,,,CHARLIE LOVERIDGE,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2563,3,Mail production/postage,Support Linda Harmon,PM,Mail,"2,414",Mail production/postage,N,,,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2424,3,Mail production/postage,Support John South,PM,Mail,"2,092",Mail production/postage,N,,,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2310,3,Mail production/postage,Support Trevor Funseth,PM,Mail,"2,566",Mail production/postage,N,,,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2483,3,Mail production/postage,Support Justin Cleveland,PM,Mail,"2,229",Mail production/postage,N,,,,,,,,,,JUSTIN W CLEVELAND,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3662,3,Mail production/postage,Support Barry Usher,PM,mail,"4,944",Mail production/postage,N,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3281,3,Mail production/postage,Support Steve Lapraim,PM,Mail,"4,066",Mail production/postage,N,,,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2995,3,Mail production/postage,Support Caleb Hinkle,PM,Mail,"3,407",Mail production/postage,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3315,3,Mail production/postage,Support Greg Kmetz,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2974,3,Mail production/postage,Support Randy Pinocci,PM,Mail,"3,360",Mail production/postage,N,,,,,,,,,,RANDY PINOCCI,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-07 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2483,3,Mail production/postage,Support Nelly Nicol,PM,Mail,"3,360",Mail production/postage,N,,,,,,,,,,NELLY NICOL,HOUSE DISTRICT 53,REP,STATE REPRESENTATIVE DISTRICT 53
